network,country,country_code,continent,continent_code,asn,as_name,as_domain,type
5.62.192.0/18,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
5.63.8.0/22,Iran,IR,Asia,AS,AS57497,Faraso Samaneh Pasargad Ltd.,faraso.org,hosting
5.63.12.0/23,Iran,IR,Asia,AS,AS57497,Faraso Samaneh Pasargad Ltd.,faraso.org,hosting
5.63.14.0/24,The Netherlands,NL,Europe,EU,AS57497,Faraso Samaneh Pasargad Ltd.,faraso.org,hosting
5.63.15.0/24,Iran,IR,Asia,AS,AS16292,Kermanshah University of Medical Science and Health Service,kums.ac.ir,education
5.63.23.0/24,Iran,IR,Asia,AS,AS52209,Atis Omran Sevin PSJ,lordvps.net,hosting
5.72.0.0/19,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
5.74.0.0/16,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.75.0.0/17,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.104.208.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.106.0.0/16,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
5.112.0.0/14,Iran,IR,Asia,AS,AS44244,Iran Cell Service and Communication Company,mtnirancell.ir,isp
5.116.0.0/15,Iran,IR,Asia,AS,AS44244,Iran Cell Service and Communication Company,mtnirancell.ir,isp
5.119.0.0/16,Iran,IR,Asia,AS,AS44244,Iran Cell Service and Communication Company,mtnirancell.ir,isp
5.120.0.0/13,Iran,IR,Asia,AS,AS44244,Iran Cell Service and Communication Company,mtnirancell.ir,isp
5.134.128.0/18,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
5.134.192.0/21,Iran,IR,Asia,AS,AS43754,Asiatech Data Transmission company,asiatech.ir,isp
5.144.128.0/23,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
5.144.130.0/24,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
5.144.131.0/24,Iran,IR,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
5.144.132.0/22,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
5.145.112.0/21,Iran,IR,Asia,AS,AS60423,E-Money Net Developers 24 Company Private Joint Stock,derak.cloud,hosting
5.159.48.0/24,Iran,IR,Asia,AS,AS198357,Padidar Technology PJSC,padidar.com,business
5.159.49.0/24,Iran,IR,Asia,AS,AS60631,Vandad Vira Hooman LLC,vandadvira.com,hosting
5.159.50.0/23,Iran,IR,Asia,AS,AS198357,Padidar Technology PJSC,padidar.com,business
5.159.52.0/23,Iran,IR,Asia,AS,AS198357,Padidar Technology PJSC,padidar.com,business
5.159.54.0/24,Iran,IR,Asia,AS,AS210705,Ali Monfared,rapidoserver.com,business
5.159.55.0/24,Iran,IR,Asia,AS,AS198357,Padidar Technology PJSC,padidar.com,business
5.159.192.0/24,The Netherlands,NL,Europe,EU,AS214145,Seyed Pouria Mousavizadeh Tehrani,spmzt.net,hosting
5.160.0.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.8.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.10.0/24,Iran,IR,Asia,AS,AS200554,Dade Pardaz Kimia Pouyesh PJS.,kimia.cloud,hosting
5.160.11.0/24,Iran,IR,Asia,AS,AS212355,Emdadkhodro Iran,096440.com,business
5.160.12.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.14.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.15.0/24,Iran,IR,Asia,AS,AS61176,City Development and Innovation PJSC,citydi.com,business
5.160.16.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.24.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.28.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.30.0/24,Iran,IR,Asia,AS,AS62318,Bimeh Ma PJSC,bimehma.ir,business
5.160.31.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.32.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.40.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.44.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.46.0/24,Iran,IR,Asia,AS,AS209836,Toesegaran Shabakeh Arseh Novin Ltd,novinhost.org,hosting
5.160.47.0/24,Iran,IR,Asia,AS,AS51431,Rasaneh Avabarid Private Joint Stock Company,avabarid.com,hosting
5.160.48.0/20,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.64.0/19,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.96.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.104.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.108.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.110.0/24,France,FR,Europe,EU,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.112.0/20,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.128.0/20,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.144.0/24,Iran,IR,Asia,AS,AS198154,Pars Abr Toseeh Ertebatat LTD,,hosting
5.160.145.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.146.0/24,Iran,IR,Asia,AS,AS62048,Avini cultural and Art Institute,mobinidc.com,hosting
5.160.147.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.148.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.152.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.154.0/24,Iran,IR,Asia,AS,AS50855,Resalat Interest-free loaning Bank PJS,rqbank.ir,business
5.160.155.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.156.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.160.0/23,Iran,IR,Asia,AS,AS49847,Pardazeshgar Ray Azma Co. Ltd.,raynet.ir,hosting
5.160.162.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.164.0/23,Iran,IR,Asia,AS,AS49847,Pardazeshgar Ray Azma Co. Ltd.,raynet.ir,hosting
5.160.166.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.168.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.176.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.180.0/22,Iran,IR,Asia,AS,AS49847,Pardazeshgar Ray Azma Co. Ltd.,raynet.ir,hosting
5.160.184.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.188.0/24,Iran,IR,Asia,AS,AS42586,IRIB (Islamic Republic of Iran Broadcasting),irib.ir,isp
5.160.189.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.190.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.192.0/24,Iran,IR,Asia,AS,AS60811,Saipa Yadak Co. PLC,saipayadak.org,business
5.160.193.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.194.0/24,Iran,IR,Asia,AS,AS59797,Industrial Projects Management Company (P.J.S) of Iran,ipmi-gc.com,business
5.160.195.0/24,Iran,IR,Asia,AS,AS59961,Road Maintenance & Transportation Organization,rmto.ir,business
5.160.196.0/24,Iran,IR,Asia,AS,AS200554,Dade Pardaz Kimia Pouyesh PJS.,kimia.cloud,hosting
5.160.197.0/24,Iran,IR,Asia,AS,AS51431,Rasaneh Avabarid Private Joint Stock Company,avabarid.com,hosting
5.160.198.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.199.0/24,Iran,IR,Asia,AS,AS213775,iranian network,iranian-network.ir,hosting
5.160.200.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.202.0/23,Iran,IR,Asia,AS,AS59838,Naghsh Awal Keyfiat PJSC,nak-mci.ir,business
5.160.204.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.208.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.210.0/24,Iran,IR,Asia,AS,AS16018,Public JSC Bank Sepah,banksepah.ir,business
5.160.211.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.212.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.216.0/24,Iran,IR,Asia,AS,AS59757,Sarmad Insurance PJSC,sarmadins.ir,business
5.160.217.0/24,Iran,IR,Asia,AS,AS59501,Rahbord Houshmand Shahr PJSC,shahrtech.com,business
5.160.218.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.220.0/23,Iran,IR,Asia,AS,AS50692,Iran Khodro Co. P.J.S.,shahrad.net,business
5.160.222.0/23,Iran,IR,Asia,AS,AS62265,Mahan Air PJSC,mahan.aero,business
5.160.224.0/20,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.240.0/24,Iran,IR,Asia,AS,AS43395,Pooya Parto Qeshm Cooperative Company,gmai.com,business
5.160.241.0/24,Iran,IR,Asia,AS,AS49796,Shaparak Electronic Card Payment Network Company PJS,shaparak.com,business
5.160.242.0/24,Iran,IR,Asia,AS,AS49433,Bank Refah Kargaran,bankrefah.ir,business
5.160.243.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.244.0/23,Iran,IR,Asia,AS,AS35615,Middle East Bank (PJSC),middleeastbank.ir,isp
5.160.246.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.248.0/22,Iran,IR,Asia,AS,AS35043,Allameh Tabataba'i University,atu.ac.ir,education
5.160.252.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.160.253.0/24,Iran,IR,Asia,AS,AS198341,Consumers Cooperative Company of Employees of Esfahan Zobahan Company,tavonizob.ir,business
5.160.254.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
5.175.190.75,Iran,IR,Asia,AS,AS12586,GHOSTnet GmbH,ghostnet.de,global_cdn_edge
5.182.44.0/23,Iran,IR,Asia,AS,AS61173,Green Web Samaneh Novin PJSC,greenweb.ir,hosting
5.182.46.0/24,Iran,IR,Asia,AS,AS61173,Green Web Samaneh Novin PJSC,greenweb.ir,hosting
5.190.0.0/17,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.190.128.0/18,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.190.192.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.190.208.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.190.210.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.190.211.0/24,Iran,IR,Asia,AS,AS211670,Fasa University,fasau.ac.ir,education
5.190.212.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.190.216.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.190.224.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.198.160.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.198.164.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.200.64.0/19,Iran,IR,Asia,AS,AS24631,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,fanaptelecom.ir,isp
5.200.96.0/19,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
5.200.128.0/17,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.201.128.0/19,Iran,IR,Asia,AS,AS50810,Mobin Net Communication Company (Private Joint Stock),mobinnet.net,isp
5.201.160.0/21,Iran,IR,Asia,AS,AS50810,Mobin Net Communication Company (Private Joint Stock),mobinnet.net,isp
5.201.168.0/22,Iran,IR,Asia,AS,AS50810,Mobin Net Communication Company (Private Joint Stock),mobinnet.net,isp
5.201.172.0/23,Iran,IR,Asia,AS,AS56547,Tehran Municipality ICT Organization,tehran.ir,business
5.201.174.0/23,Iran,IR,Asia,AS,AS50810,Mobin Net Communication Company (Private Joint Stock),mobinnet.net,isp
5.201.176.0/20,Iran,IR,Asia,AS,AS50810,Mobin Net Communication Company (Private Joint Stock),mobinnet.net,isp
5.201.192.0/18,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
5.202.0.0/20,Iran,IR,Asia,AS,AS34918,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.16.0/23,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.18.0/23,Iran,IR,Asia,AS,AS201150,Didehban Net Company PJS,didi.ir,isp
5.202.20.0/23,Iran,IR,Asia,AS,AS201150,Didehban Net Company PJS,didi.ir,isp
5.202.22.0/23,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.24.0/22,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.28.0/24,Iran,IR,Asia,AS,AS201150,Didehban Net Company PJS,didi.ir,isp
5.202.29.0/24,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.30.0/23,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.32.0/20,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.48.0/21,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.56.0/22,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.60.0/22,Iran,IR,Asia,AS,AS201150,Didehban Net Company PJS,didi.ir,isp
5.202.64.0/21,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.72.0/22,Iran,IR,Asia,AS,AS44090,Enteghal Dadeh Mahan Co. PJSC,mahannet.ir,isp
5.202.76.0/22,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.80.0/22,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.84.0/23,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.86.0/24,Iran,IR,Asia,AS,AS200376,Tehran Electric Energy Distribution,tvedc.ir,business
5.202.87.0/24,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.88.0/21,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.96.0/22,Iran,IR,Asia,AS,AS201150,Didehban Net Company PJS,didi.ir,isp
5.202.100.0/23,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.102.0/24,Iran,IR,Asia,AS,AS44090,Enteghal Dadeh Mahan Co. PJSC,mahannet.ir,isp
5.202.103.0/24,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.104.0/21,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.112.0/20,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.128.0/19,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.160.0/20,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.176.0/21,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.184.0/23,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.186.0/24,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.187.0/24,Iran,IR,Asia,AS,AS208593,Tosee Fan Afzar Tosan PJSC,tosantechno.com,hosting
5.202.188.0/22,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.202.192.0/18,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
5.208.0.0/13,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
5.216.0.0/15,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
5.218.0.0/16,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
5.219.128.0/17,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.232.0.0/16,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.233.0.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.233.40.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.233.48.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.233.64.0/18,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.233.128.0/17,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.234.0.0/18,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.234.64.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.234.160.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.234.192.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.234.208.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.234.216.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.235.0.0/16,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.236.0.0/16,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.237.0.0/18,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.237.72.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.237.128.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.237.162.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.237.164.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.237.168.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.237.176.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.237.192.0/18,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.238.0.0/16,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.0.0/17,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.128.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.160.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.172.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.176.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.192.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.224.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.240.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.242.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.239.244.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
5.250.0.0/17,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
5.252.216.0/22,Iran,IR,Asia,AS,AS61362,Mashhad Municipality Information Technology and Communications Organization,mashhad.ir,business
5.253.27.0/24,Iran,IR,Asia,AS,AS202468,AbrArvan CDN and IaaS,arvancloud.ir,hosting
23.169.168.0/24,United States,US,North America,NA,AS63008,SIMPLE CLOUD SOLUTION LLC,haeimalan.com,unknown
23.169.169.0/25,United States,US,North America,NA,AS397968,SIMPLE CLOUD SOLUTION LLC,icloud.com,unknown
23.169.169.128/27,United States,US,North America,NA,AS397968,SIMPLE CLOUD SOLUTION LLC,icloud.com,unknown
23.169.169.160/29,United States,US,North America,NA,AS397968,SIMPLE CLOUD SOLUTION LLC,icloud.com,unknown
23.169.169.168,United States,US,North America,NA,AS397968,SIMPLE CLOUD SOLUTION LLC,icloud.com,unknown
23.169.169.169,North Korea,KP,Asia,AS,AS397968,SIMPLE CLOUD SOLUTION LLC,icloud.com,unknown
23.169.169.170/31,United States,US,North America,NA,AS397968,SIMPLE CLOUD SOLUTION LLC,icloud.com,unknown
23.169.169.172/30,United States,US,North America,NA,AS397968,SIMPLE CLOUD SOLUTION LLC,icloud.com,unknown
23.169.169.176/28,United States,US,North America,NA,AS397968,SIMPLE CLOUD SOLUTION LLC,icloud.com,unknown
23.169.169.192/26,United States,US,North America,NA,AS397968,SIMPLE CLOUD SOLUTION LLC,icloud.com,unknown
24.152.124.0/22,Brazil,BR,South America,SA,AS270525,Ponto a Ponto Telecomunicaçoes,icloud.com,unknown
31.2.128.0/17,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
31.7.64.0/20,Iran,IR,Asia,AS,AS43754,Asiatech Data Transmission company,asiatech.ir,isp
31.7.88.0/22,Iran,IR,Asia,AS,AS56616,Tarahan Shabake Sharif LTD,,business
31.7.104.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
31.7.112.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
31.7.128.0/22,Iran,IR,Asia,AS,AS56632,Aryan Satellite Co. (Private Joint Stock),aryansat.com,hosting
31.7.133.0/24,Iran,IR,Asia,AS,AS56632,Aryan Satellite Co. (Private Joint Stock),aryansat.com,hosting
31.7.134.0/24,Iran,IR,Asia,AS,AS56632,Aryan Satellite Co. (Private Joint Stock),aryansat.com,hosting
31.7.139.0/24,Iran,IR,Asia,AS,AS56632,Aryan Satellite Co. (Private Joint Stock),aryansat.com,hosting
31.7.140.0/22,Iran,IR,Asia,AS,AS56632,Aryan Satellite Co. (Private Joint Stock),aryansat.com,hosting
31.14.80.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
31.14.112.0/20,Iran,IR,Asia,AS,AS25184,Afranet,afranet.com,hosting
31.14.144.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
31.24.200.0/21,Iran,IR,Asia,AS,AS24631,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,fanaptelecom.ir,isp
31.24.232.0/21,Iran,IR,Asia,AS,AS56547,Tehran Municipality ICT Organization,tehran.ir,business
31.25.90.0/23,Iran,IR,Asia,AS,AS34412,Saba Abr Mizban LLC,mizbancloud.com,hosting
31.25.92.0/22,Iran,IR,Asia,AS,AS202391,Cooperative Afra ertebatat-e-sabet-e Rasa Co,afrarasa.com,isp
31.25.104.0/21,Iran,IR,Asia,AS,AS206065,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,fanaptelecom.ir,isp
31.25.128.0/21,Iran,IR,Asia,AS,AS43754,Asiatech Data Transmission company,asiatech.ir,isp
31.40.0.0/23,Iran,IR,Asia,AS,AS56703,"MEHR AVA GOSTAR PARSIAN INFORMATION ENGINEERING CO.,LTD",mehrava.net,business
31.47.32.0/19,Iran,IR,Asia,AS,AS25184,Afranet,afranet.com,hosting
31.56.89.0/24,The Netherlands,NL,Europe,EU,AS204104,Giti Secure Cloud LLC,gscloud.ir,hosting
31.58.237.0/24,Iran,IR,Asia,AS,AS204104,Giti Secure Cloud LLC,gscloud.ir,hosting
31.130.176.0/22,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
